Mon Mar 20 16:43:06 2023    profile_results_base.prof

         45452990 function calls (44306479 primitive calls) in 47.028 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7344    0.001    0.000    0.003    0.000 generic_utils.py:1285(is_default)
     3213    0.002    0.000    0.003    0.000 dataset_ops.py:5470(element_spec)
      924    0.002    0.000    0.003    0.000 ops.py:3225(_variable_creator_scope)
      918    0.001    0.000    0.003    0.000 data_adapter.py:1890(_is_distributed_dataset)
     5973    0.002    0.000    0.003    0.000 inspect.py:2799(<genexpr>)
      918    0.001    0.000    0.003    0.000 multi.py:1560(<listcomp>)
     1377    0.001    0.000    0.003    0.000 base.py:690(_shallow_copy)
     2313    0.002    0.000    0.003    0.000 blocks.py:177(_can_hold_na)
      459    0.000    0.000    0.003    0.000 nest.py:1719(sequence_fn)
     2756    0.002    0.000    0.003    0.000 traceable_stack.py:121(copy)
       11    0.000    0.000    0.003    0.000 comm.py:55(__init__)
      460    0.001    0.000    0.003    0.000 ops.py:6057(inside_function)
     1378    0.002    0.000    0.003    0.000 func_graph.py:148(update)
     3669    0.001    0.000    0.003    0.000 object_identity.py:55(__eq__)
     1836    0.002    0.000    0.003    0.000 ops.py:250(_get_output_shape)
      106    0.000    0.000    0.003    0.000 traitlets.py:1226(__call__)
    17020    0.003    0.000    0.003    0.000 traceable_stack.py:111(<genexpr>)
      459    0.001    0.000    0.003    0.000 training.py:3727(_in_multi_worker_mode)
     1377    0.001    0.000    0.003    0.000 structured_function.py:250(<listcomp>)
     1378    0.001    0.000    0.003    0.000 object_identity.py:141(__setitem__)
    22997    0.003    0.000    0.003    0.000 {method 'release' of '_thread.lock' objects}
     7346    0.003    0.000    0.003    0.000 _ufunc_config.py:425(__init__)
    16988    0.003    0.000    0.003    0.000 tensor_spec.py:232(_flat_tensor_specs)
        1    0.000    0.000    0.003    0.003 origin_info.py:85(create_source_map)
        2    0.000    0.000    0.003    0.001 widget_string.py:64(__init__)
    11532    0.003    0.000    0.003    0.000 {built-in method _thread.get_ident}
        7    0.000    0.000    0.003    0.000 activity.py:703(resolve)
    12396    0.003    0.000    0.003    0.000 fromnumeric.py:3127(ndim)
     4131    0.003    0.000    0.003    0.000 engines.py:51(__init__)
     4591    0.002    0.000    0.003    0.000 object_identity.py:135(_wrap_key)
     8262    0.003    0.000    0.003    0.000 options.py:440(_set_mutable)
     1377    0.001    0.000    0.003    0.000 merge.py:2269(_any)
        1    0.000    0.000    0.003    0.003 return_statements.py:388(transform)
      459    0.001    0.000    0.003    0.000 callbacks.py:585(_disallow_batch_hooks_in_ps_strategy)
     3672    0.002    0.000    0.003    0.000 common.py:493(convert_to_list_like)
     1836    0.002    0.000    0.003    0.000 grouper.py:560(name)
     7814    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMapping}
     4131    0.003    0.000    0.003    0.000 expr.py:392(__init__)
     7344    0.002    0.000    0.002    0.000 blocks.py:242(mgr_locs)
        1    0.000    0.000    0.002    0.002 formatters.py:89(format)
     1379    0.002    0.000    0.002    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        7    0.000    0.000    0.002    0.000 activity.py:564(visit_FunctionDef)
    19764    0.002    0.000    0.002    0.000 {pandas._libs.lib.is_iterator}
      459    0.001    0.000    0.002    0.000 data_adapter.py:1839(_check_data_cardinality)
     6426    0.002    0.000    0.002    0.000 __init__.py:907(__missing__)
     2759    0.001    0.000    0.002    0.000 cache.py:88(_get_key)
     1378    0.001    0.000    0.002    0.000 function.py:1527(<listcomp>)
     1849    0.002    0.000    0.002    0.000 {pandas._libs.lib.array_equivalent_object}
     4131    0.002    0.000    0.002    0.000 managers.py:1049(value_getitem)
      458    0.002    0.000    0.002    0.000 object_identity.py:144(__delitem__)
     1836    0.001    0.000    0.002    0.000 apply.py:537(<genexpr>)
      459    0.002    0.000    0.002    0.000 {pandas._libs.lib.fast_zip}
    21200    0.002    0.000    0.002    0.000 {built-in method builtins.id}
     1836    0.001    0.000    0.002    0.000 putmask.py:191(extract_bool_array)
     1836    0.001    0.000    0.002    0.000 multi.py:3661(_validate_fill_value)
     9655    0.002    0.000    0.002    0.000 blocks.py:340(shape)
     4132    0.002    0.000    0.002    0.000 tokenize.py:219(__init__)
     1377    0.002    0.000    0.002    0.000 shape_base.py:23(atleast_1d)
     2754    0.001    0.000    0.002    0.000 options.py:105(set_fn)
     1378    0.002    0.000    0.002    0.000 func_graph.py:1010(external_captures)
     4608    0.002    0.000    0.002    0.000 indexing.py:270(loc)
     4134    0.001    0.000    0.002    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
      463    0.000    0.000    0.002    0.000 type_spec.py:449(_deserialize)
      918    0.001    0.000    0.002    0.000 api.py:274(all_indexes_same)
      918    0.001    0.000    0.002    0.000 series.py:511(_constructor_expanddim)
        4    0.000    0.000    0.002    0.001 widget_layout.py:80(__init__)
       23    0.000    0.000    0.002    0.000 configurable.py:51(__init__)
      930    0.001    0.000    0.002    0.000 iterator_ops.py:760(_type_spec)
     6896    0.002    0.000    0.002    0.000 {built-in method sys._getframe}
      459    0.001    0.000    0.002    0.000 dataset_ops.py:4471(__init__)
      459    0.001    0.000    0.002    0.000 generic.py:503(_construct_axes_dict)
      459    0.000    0.000    0.002    0.000 data_adapter.py:96(__init__)
        4    0.000    0.000    0.002    0.001 resource_variable_ops.py:2104(_dense_var_to_tensor)
     7814    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMappingView}
     3675    0.002    0.000    0.002    0.000 concat.py:652(_combine_concat_plans)
        4    0.000    0.000    0.002    0.001 resource_variable_ops.py:1458(_dense_var_to_tensor)
     1836    0.001    0.000    0.002    0.000 blocks.py:221(get_values)
      918    0.001    0.000    0.002    0.000 options.py:476(_to_proto)
       41    0.000    0.000    0.002    0.000 templates.py:193(visit_Name)
        4    0.000    0.000    0.002    0.001 resource_variable_ops.py:577(value)
    18845    0.002    0.000    0.002    0.000 base.py:774(<lambda>)
       54    0.001    0.000    0.002    0.000 std.py:352(format_meter)
      918    0.002    0.000    0.002    0.000 ops.py:877(names)
    10098    0.002    0.000    0.002    0.000 numeric.py:1460(<listcomp>)
    18360    0.002    0.000    0.002    0.000 dtypes.py:580(categories)
      459    0.001    0.000    0.002    0.000 gen_dataset_ops.py:7874(<listcomp>)
    20196    0.002    0.000    0.002    0.000 {built-in method _operator.index}
    13311    0.002    0.000    0.002    0.000 ops.py:725(groupings)
     1377    0.002    0.000    0.002    0.000 common.py:1035(is_numeric_v_string_like)
     1377    0.001    0.000    0.002    0.000 base.py:340(size)
  338/327    0.001    0.000    0.002    0.000 traitlets.py:1515(_notify_observers)
   750/23    0.000    0.000    0.002    0.000 astn.py:9(_visit)
     1344    0.002    0.000    0.002    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextRemoveFunction}
     9187    0.002    0.000    0.002    0.000 tensor_spec.py:56(shape)
       18    0.000    0.000    0.002    0.000 parser.py:322(parse)
     1377    0.002    0.000    0.002    0.000 apply.py:101(__init__)
     6892    0.002    0.000    0.002    0.000 distribution_strategy_context.py:397(_get_default_replica_mode)
    10985    0.002    0.000    0.002    0.000 context.py:591(ensure_initialized)
     4592    0.002    0.000    0.002    0.000 ops.py:1310(graph)
      918    0.000    0.000    0.002    0.000 nest.py:1520(<genexpr>)
      459    0.001    0.000    0.002    0.000 apply.py:1010(__init__)
   163/22    0.000    0.000    0.002    0.000 astn.py:11(<listcomp>)
     3223    0.002    0.000    0.002    0.000 blocks.py:293(_slice)
       18    0.000    0.000    0.002    0.000 gast.py:299(parse)
     2295    0.002    0.000    0.002    0.000 range.py:347(dtype)
     1377    0.001    0.000    0.002    0.000 function.py:1897(name)
    11501    0.002    0.000    0.002    0.000 ops.py:3463(_get_control_flow_context)
     2295    0.002    0.000    0.002    0.000 {method 'index' of 'list' objects}
     6910    0.002    0.000    0.002    0.000 ops.py:5382(_device_function_stack)
        2    0.000    0.000    0.002    0.001 nn_ops.py:3510(bias_add)
     3674    0.001    0.000    0.002    0.000 util.py:19(is_namedtuple)
      920    0.001    0.000    0.002    0.000 tensor_shape.py:1219(<genexpr>)
      918    0.001    0.000    0.002    0.000 inference.py:32(is_number)
     5520    0.002    0.000    0.002    0.000 func_graph.py:568(outer_graph)
     4131    0.001    0.000    0.002    0.000 ops.py:223(__iter__)
       22    0.000    0.000    0.002    0.000 qual_names.py:259(resolve)
     1380    0.001    0.000    0.002    0.000 converter.py:168(__hash__)
     2754    0.001    0.000    0.002    0.000 data_adapter.py:232(<genexpr>)
        2    0.000    0.000    0.002    0.001 math_ops.py:3489(matmul)
     3672    0.002    0.000    0.002    0.000 {method 'WhichOneof' of 'google.protobuf.pyext._message.CMessage' objects}
     2295    0.002    0.000    0.002    0.000 dataset_ops.py:5418(element_spec)
  177/166    0.000    0.000    0.002    0.000 traitlets.py:1511(notify_change)
    11496    0.002    0.000    0.002    0.000 ops.py:5408(<dictcomp>)
      918    0.001    0.000    0.002    0.000 ops.py:967(<listcomp>)
     1836    0.001    0.000    0.002    0.000 missing.py:543(maybe_fill)
     5051    0.002    0.000    0.002    0.000 __init__.py:1614(isEnabledFor)
     1382    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.platform._pywrap_tf2.is_enabled}
    10137    0.002    0.000    0.002    0.000 managers.py:305(<dictcomp>)
      459    0.001    0.000    0.002    0.000 gen_dataset_ops.py:1094(<listcomp>)
     7816    0.002    0.000    0.002    0.000 generic.py:655(ndim)
       34    0.000    0.000    0.002    0.000 templates.py:125(_prepare_replacement)
      118    0.000    0.000    0.002    0.000 session.py:646(msg)
     1379    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetRequireShapeInferenceFns}
       34    0.000    0.000    0.002    0.000 ast_util.py:59(copy_clean)
     1378    0.001    0.000    0.002    0.000 monitoring.py:480(__enter__)
     7312    0.002    0.000    0.002    0.000 context.py:942(_handle)
      459    0.001    0.000    0.002    0.000 nest.py:1529(<listcomp>)
     3214    0.002    0.000    0.002    0.000 function_cache.py:133(__init__)
      918    0.001    0.000    0.002    0.000 apply.py:443(<listcomp>)
      919    0.001    0.000    0.002    0.000 api.py:99(_get_distinct_objs)
     1377    0.002    0.000    0.002    0.000 groupby.py:956(_set_group_selection)
   519/34    0.001    0.000    0.002    0.000 ast_util.py:33(copy)
     1381    0.002    0.000    0.002    0.000 converter.py:147(__init__)
        1    0.000    0.000    0.002    0.002 transpiler.py:34(_wrap_into_factory)
     1378    0.001    0.000    0.002    0.000 structure.py:210(<listcomp>)
     2295    0.001    0.000    0.002    0.000 numpy_.py:130(__array__)
     2754    0.001    0.000    0.002    0.000 base.py:3300(_assert_can_do_setop)
     5523    0.002    0.000    0.002    0.000 traceable_stack.py:73(__init__)
     5049    0.002    0.000    0.002    0.000 array_ops.py:1574(<genexpr>)
      461    0.000    0.000    0.002    0.000 distribution_strategy_context.py:253(has_strategy)
     2760    0.001    0.000    0.002    0.000 base_layer.py:3166(<genexpr>)
    11475    0.002    0.000    0.002    0.000 numeric.py:2381(_array_equal_dispatcher)
     2766    0.002    0.000    0.002    0.000 object_identity.py:236(__iter__)
      918    0.001    0.000    0.002    0.000 tensor_shape.py:1339(is_fully_defined)
      919    0.002    0.000    0.002    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
     4134    0.001    0.000    0.002    0.000 base.py:5710(_validate_indexer)
     1838    0.002    0.000    0.002    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringCounterCellIncrementBy}
     5987    0.002    0.000    0.002    0.000 function.py:49(__call__)
      118    0.000    0.000    0.002    0.000 session.py:672(sign)
     1378    0.002    0.000    0.002    0.000 ops.py:4324(get_collection)
   222/46    0.000    0.000    0.002    0.000 astn.py:17(generic_visit)
     4131    0.002    0.000    0.002    0.000 {method 'splitlines' of 'str' objects}
     2760    0.002    0.000    0.002    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
     5984    0.002    0.000    0.002    0.000 resource_variable_ops.py:572(handle)
       10    0.000    0.000    0.002    0.000 templates.py:142(visit_Expr)
       18    0.000    0.000    0.002    0.000 ast3.py:436(ast_to_gast)
     9639    0.002    0.000    0.002    0.000 tensor_shape.py:811(_v2_behavior)
        1    0.000    0.000    0.002    0.002 widget_float.py:23(__init__)
    11044    0.002    0.000    0.002    0.000 op_def_library.py:251(_MaybeColocateWith)
     8723    0.002    0.000    0.002    0.000 missing.py:102(clean_fill_method)
     3234    0.001    0.000    0.002    0.000 inspect.py:72(isclass)
     1378    0.001    0.000    0.002    0.000 object_identity.py:234(<listcomp>)
       18    0.000    0.000    0.002    0.000 ast3.py:19(visit_Module)
     3230    0.001    0.000    0.002    0.000 object_identity.py:60(__hash__)
      459    0.001    0.000    0.002    0.000 nest.py:1160(flatten_up_to)
     7821    0.002    0.000    0.002    0.000 object_identity.py:32(__init__)
      459    0.000    0.000    0.002    0.000 gen_dataset_ops.py:7792(<listcomp>)
     1836    0.001    0.000    0.002    0.000 cast.py:1814(<genexpr>)
     7362    0.002    0.000    0.002    0.000 base.py:966(_maybe_disallow_fill)
      460    0.001    0.000    0.002    0.000 trace_type_builder.py:67(make_reference_type)
    12396    0.002    0.000    0.002    0.000 fromnumeric.py:3123(_ndim_dispatcher)
     1377    0.001    0.000    0.002    0.000 common.py:203(any_not_none)
    11036    0.002    0.000    0.002    0.000 control_flow_util.py:187(GetContainingWhileContext)
      916    0.001    0.000    0.002    0.000 default_types.py:527(__eq__)
     3674    0.002    0.000    0.002    0.000 default_types.py:147(__init__)
     1379    0.001    0.000    0.002    0.000 default_types.py:536(__hash__)
     1836    0.001    0.000    0.002    0.000 base.py:6339(ensure_has_len)
      459    0.001    0.000    0.002    0.000 tensor_util.py:809(constant_value)
    10098    0.002    0.000    0.002    0.000 {method 'item' of 'numpy.ndarray' objects}
      481    0.001    0.000    0.002    0.000 dtypes.py:738(construct_from_string)
     1836    0.002    0.000    0.002    0.000 {method 'put' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.002    0.000 comm.py:87(open)
     1378    0.002    0.000    0.002    0.000 function.py:2666(<listcomp>)
     1840    0.001    0.000    0.002    0.000 base.py:4821(<genexpr>)
     4591    0.001    0.000    0.002    0.000 object_identity.py:64(__hash__)
    11033    0.002    0.000    0.002    0.000 errors_impl.py:83(message)
      919    0.001    0.000    0.002    0.000 monitoring.py:324(set)
     2296    0.002    0.000    0.002    0.000 dtypes.py:95(as_numpy_dtype)
     2754    0.001    0.000    0.002    0.000 function.py:2513(flat_input_signature)
      459    0.000    0.000    0.002    0.000 gen_dataset_ops.py:1099(<listcomp>)
      459    0.002    0.000    0.002    0.000 weakref.py:435(__contains__)
     1836    0.001    0.000    0.002    0.000 grouper.py:818(is_in_axis)
       25    0.000    0.000    0.002    0.000 activity.py:333(_process_statement)
     5055    0.002    0.000    0.002    0.000 ops.py:513(<listcomp>)
     1378    0.001    0.000    0.002    0.000 func_graph.py:1020(deferred_external_captures)
      918    0.002    0.000    0.002    0.000 ops.py:705(__init__)
  426/420    0.000    0.000    0.002    0.000 traitlets.py:731(_validate)
     3347    0.001    0.000    0.002    0.000 anno.py:130(hasanno)
      918    0.002    0.000    0.002    0.000 {method 'sort' of 'numpy.ndarray' objects}
      919    0.001    0.000    0.002    0.000 api.py:95(<listcomp>)
      461    0.000    0.000    0.002    0.000 context.py:2777(_tmp_in_graph_mode)
     2760    0.002    0.000    0.002    0.000 resource_variable_ops.py:616(trainable)
     1841    0.001    0.000    0.002    0.000 tensor_shape.py:861(ndims)
        3    0.000    0.000    0.002    0.001 iostream.py:463(flush)
      459    0.002    0.000    0.002    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter2}
     3214    0.002    0.000    0.002    0.000 trace_type_builder.py:38(__init__)
        2    0.000    0.000    0.002    0.001 origin_info.py:229(resolve)
        4    0.000    0.000    0.002    0.000 threading.py:534(wait)
      236    0.000    0.000    0.002    0.000 jsonutil.py:108(json_default)
      919    0.001    0.000    0.002    0.000 data_structures.py:94(wrap_or_unwrap)
        4    0.000    0.000    0.002    0.000 threading.py:264(wait)
     2295    0.001    0.000    0.002    0.000 device.py:40(is_device_spec)
    11016    0.002    0.000    0.002    0.000 dtypes.py:587(ordered)
      460    0.002    0.000    0.002    0.000 variables.py:154(validate_synchronization_aggregation_trainable)
      464    0.001    0.000    0.002    0.000 execute.py:182(make_type)
      481    0.001    0.000    0.002    0.000 dtypes.py:1139(construct_from_string)
      118    0.000    0.000    0.002    0.000 session.py:643(msg_header)
        5    0.000    0.000    0.001    0.000 activity.py:644(visit_With)
     3674    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     2313    0.001    0.000    0.001    0.000 concat.py:328(__init__)
     2754    0.001    0.000    0.001    0.000 grouper.py:782(<genexpr>)
      459    0.001    0.000    0.001    0.000 callbacks.py:1194(__init__)
     3674    0.001    0.000    0.001    0.000 default_types.py:465(__init__)
      459    0.001    0.000    0.001    0.000 <__array_function__ internals>:2(result_type)
     4590    0.001    0.000    0.001    0.000 numba_.py:18(maybe_use_numba)
     4134    0.001    0.000    0.001    0.000 managers.py:2001(<listcomp>)
     1845    0.001    0.000    0.001    0.000 {pandas._libs.lib.maybe_indices_to_slice}
      920    0.000    0.000    0.001    0.000 resource_variable_ops.py:241(_handle_graph)
      460    0.001    0.000    0.001    0.000 api.py:236(_sanitize_and_check)
     1836    0.001    0.000    0.001    0.000 concat.py:620(<genexpr>)
       23    0.000    0.000    0.001    0.000 configurable.py:157(_load_config)
        1    0.000    0.000    0.001    0.001 return_statements.py:337(visit_FunctionDef)
      459    0.001    0.000    0.001    0.000 tf_utils.py:370(is_extension_type)
        1    0.000    0.000    0.001    0.001 functions.py:130(transform)
     3672    0.001    0.000    0.001    0.000 generic.py:286(<genexpr>)
    63/18    0.000    0.000    0.001    0.000 ast_util.py:37(<listcomp>)
     2754    0.001    0.000    0.001    0.000 grouper.py:785(<genexpr>)
     1836    0.001    0.000    0.001    0.000 backend.py:7236(<lambda>)
      459    0.001    0.000    0.001    0.000 callbacks.py:571(on_predict_end)
     1380    0.001    0.000    0.001    0.000 inspect_utils.py:91(isconstructor)
     1836    0.001    0.000    0.001    0.000 sorting.py:211(is_int64_overflow_possible)
      918    0.001    0.000    0.001    0.000 {method 'repeat' of 'numpy.ndarray' objects}
    10098    0.001    0.000    0.001    0.000 numeric.py:1394(_moveaxis_dispatcher)
     4131    0.001    0.000    0.001    0.000 eval.py:145(_check_for_locals)
     2758    0.001    0.000    0.001    0.000 func_graph.py:140(__init__)
     2756    0.001    0.000    0.001    0.000 op_def_library.py:64(_SatisfiesLengthConstraint)
        2    0.000    0.000    0.001    0.001 readers.py:772(__init__)
     3220    0.001    0.000    0.001    0.000 function.py:344(<genexpr>)
     1378    0.001    0.000    0.001    0.000 function.py:397(<listcomp>)
     1378    0.001    0.000    0.001    0.000 function.py:365(<listcomp>)
     3672    0.001    0.000    0.001    0.000 generic.py:305(<genexpr>)
     1378    0.001    0.000    0.001    0.000 function.py:345(<listcomp>)
      459    0.000    0.000    0.001    0.000 generic.py:506(<dictcomp>)
      460    0.001    0.000    0.001    0.000 tensor_shape.py:1225(<listcomp>)
     2758    0.001    0.000    0.001    0.000 api.py:291(is_autograph_artifact)
     8262    0.001    0.000    0.001    0.000 eval.py:98(_check_expression)
     2760    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherVariableAccessed}
     5548    0.001    0.000    0.001    0.000 common.py:200(<genexpr>)
      918    0.001    0.000    0.001    0.000 callbacks.py:916(_implements_predict_batch_hooks)
     3672    0.001    0.000    0.001    0.000 categorical.py:470(dtype)
      459    0.001    0.000    0.001    0.000 common.py:474(get_rename_function)
      459    0.001    0.000    0.001    0.000 {built-in method _operator.ge}
     1379    0.001    0.000    0.001    0.000 type_dispatch.py:38(__init__)
      918    0.001    0.000    0.001    0.000 callbacks.py:910(_implements_test_batch_hooks)
        2    0.000    0.000    0.001    0.001 readers.py:1029(_make_engine)
     1377    0.001    0.000    0.001    0.000 data_adapter.py:227(_is_tensor)
     3672    0.001    0.000    0.001    0.000 dataset_ops.py:4384(_inputs)
        2    0.000    0.000    0.001    0.001 c_parser_wrapper.py:33(__init__)
     1377    0.001    0.000    0.001    0.000 groupby.py:682(_selected_obj)
      459    0.001    0.000    0.001    0.000 multi.py:738(<dictcomp>)
       54    0.000    0.000    0.001    0.000 std.py:1443(format_dict)
     1846    0.001    0.000    0.001    0.000 generic.py:5467(<genexpr>)
      459    0.001    0.000    0.001    0.000 {built-in method _operator.le}
      918    0.000    0.000    0.001    0.000 merge.py:2273(_validate_operand)
     5508    0.001    0.000    0.001    0.000 categorical.py:1849(_codes)
        1    0.000    0.000    0.001    0.001 formatters.py:68(_formatters_default)
     1378    0.001    0.000    0.001    0.000 func_graph.py:638(variables)
     3213    0.001    0.000    0.001    0.000 managers.py:1100(<genexpr>)
     9180    0.001    0.000    0.001    0.000 numerictypes.py:652(<listcomp>)
        1    0.000    0.000    0.001    0.001 resource_variable_ops.py:871(assign_add)
      459    0.001    0.000    0.001    0.000 callbacks.py:560(on_predict_begin)
      459    0.001    0.000    0.001    0.000 {built-in method _operator.inv}
     7354    0.001    0.000    0.001    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
      459    0.000    0.000    0.001    0.000 dataset_ops.py:4859(_inputs)
      459    0.001    0.000    0.001    0.000 data_adapter.py:680(can_handle)
     1381    0.001    0.000    0.001    0.000 weakref.py:408(__setitem__)
      459    0.001    0.000    0.001    0.000 tf_inspect.py:399(ismethod)
      481    0.001    0.000    0.001    0.000 dtypes.py:897(construct_from_string)
     2961    0.001    0.000    0.001    0.000 {built-in method time.time}
     1836    0.001    0.000    0.001    0.000 tensor_util.py:279(<listcomp>)
      918    0.000    0.000    0.001    0.000 callbacks.py:243(<genexpr>)
     2295    0.001    0.000    0.001    0.000 context.py:2043(__init__)
     3669    0.001    0.000    0.001    0.000 object_identity.py:39(_assert_type)
       12    0.000    0.000    0.001    0.000 traitlets.py:1125(compatible_observer)
      459    0.000    0.000    0.001    0.000 training.py:1985(make_predict_function)
       12    0.000    0.000    0.001    0.000 configurable.py:203(_config_changed)
     1377    0.001    0.000    0.001    0.000 structured_function.py:50(_should_pack)
     4138    0.001    0.000    0.001    0.000 enum.py:531(__new__)
     4610    0.001    0.000    0.001    0.000 generic.py:3975(_check_inplace_and_allows_duplicate_labels)
     1378    0.001    0.000    0.001    0.000 func_graph.py:130(<listcomp>)
      919    0.001    0.000    0.001    0.000 concat.py:598(<listcomp>)
     4131    0.001    0.000    0.001    0.000 eval.py:68(_check_parser)
        1    0.000    0.000    0.001    0.001 functions.py:77(visit_FunctionDef)
     3672    0.001    0.000    0.001    0.000 func_graph.py:100(<genexpr>)
     3214    0.001    0.000    0.001    0.000 function_cache.py:48(__init__)
     1378    0.001    0.000    0.001    0.000 func_graph.py:1382(<listcomp>)
        1    0.000    0.000    0.001    0.001 display.py:81(publish_display_data)
     1836    0.001    0.000    0.001    0.000 apply.py:554(<genexpr>)
      918    0.001    0.000    0.001    0.000 construction.py:448(<listcomp>)
      2/1    0.000    0.000    0.001    0.001 templates.py:168(visit_FunctionDef)
        1    0.000    0.000    0.001    0.001 zmqshell.py:80(publish)
     6426    0.001    0.000    0.001    0.000 structured_function.py:291(output_structure)
     8270    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      918    0.001    0.000    0.001    0.000 generic.py:315(<dictcomp>)
     2756    0.001    0.000    0.001    0.000 tf_logging.py:89(get_logger)
     5522    0.001    0.000    0.001    0.000 op_def_library.py:745(_CheckAllInputsUsed)
      9/8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:978(_find_and_load)
        5    0.000    0.000    0.001    0.000 func_graph.py:803(_capture_helper)
        1    0.000    0.000    0.001    0.001 variables.py:96(transform)
     8315    0.001    0.000    0.001    0.000 inspect.py:2517(name)
     1378    0.001    0.000    0.001    0.000 function.py:364(<listcomp>)
      459    0.001    0.000    0.001    0.000 dataset_ops.py:4852(<listcomp>)
      460    0.001    0.000    0.001    0.000 tensor_util.py:1031(is_tf_type)
     2295    0.001    0.000    0.001    0.000 options.py:280(<lambda>)
     1378    0.001    0.000    0.001    0.000 func_graph.py:1177(<listcomp>)
      921    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
     1378    0.001    0.000    0.001    0.000 trace_type_builder.py:42(add_listener)
      918    0.001    0.000    0.001    0.000 concat.py:528(_dtype_to_na_value)
        2    0.000    0.000    0.001    0.001 reaching_definitions.py:275(resolve)
     2295    0.001    0.000    0.001    0.000 blocks.py:289(__len__)
    19/14    0.000    0.000    0.001    0.000 activity.py:456(visit_Call)
        5    0.000    0.000    0.001    0.000 func_graph.py:1413(_create_substitute_placeholder)
    71/23    0.000    0.000    0.001    0.000 configurable.py:132(_find_my_config)
     1836    0.001    0.000    0.001    0.000 function.py:2067(<listcomp>)
     75/2    0.000    0.000    0.001    0.001 reaching_definitions.py:263(visit)
      918    0.001    0.000    0.001    0.000 data_adapter.py:1840(<genexpr>)
      151    0.001    0.000    0.001    0.000 traitlets.py:1882(traits)
        1    0.000    0.000    0.001    0.001 liveness.py:202(resolve)
      918    0.001    0.000    0.001    0.000 groupby.py:1109(_resolve_numeric_only)
     1836    0.001    0.000    0.001    0.000 grouper.py:831(is_in_obj)
     2302    0.001    0.000    0.001    0.000 function.py:405(<genexpr>)
      459    0.001    0.000    0.001    0.000 base.py:5546(<listcomp>)
     83/1    0.000    0.000    0.001    0.001 liveness.py:117(visit)
        2    0.000    0.000    0.001    0.001 reaching_definitions.py:185(visit_FunctionDef)
      918    0.001    0.000    0.001    0.000 def_function.py:850(experimental_get_tracing_count)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:764(__next__)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:729(_next_internal)
      236    0.001    0.000    0.001    0.000 {method 'isoformat' of 'datetime.datetime' objects}
        1    0.000    0.000    0.001    0.001 liveness.py:141(visit_FunctionDef)
        1    0.000    0.000    0.001    0.001 liveness.py:127(_analyze_function)
     2758    0.001    0.000    0.001    0.000 function_spec.py:188(<dictcomp>)
     3672    0.001    0.000    0.001    0.000 generic.py:317(<genexpr>)
        1    0.000    0.000    0.001    0.001 zmqshell.py:63(_flush_streams)
   238/16    0.000    0.000    0.001    0.000 ast.py:273(generic_visit)
     4591    0.001    0.000    0.001    0.000 numeric.py:187(_ensure_dtype)
        1    0.000    0.000    0.001    0.001 call_trees.py:207(transform)
     1378    0.001    0.000    0.001    0.000 indexing.py:133(iloc)
      458    0.001    0.000    0.001    0.000 def_function.py:162(called_without_tracing)
      102    0.000    0.000    0.001    0.000 blocks.py:617(_can_hold_element)
        1    0.000    0.000    0.001    0.001 generic.py:3297(to_csv)
     1838    0.001    0.000    0.001    0.000 base_layer.py:2989(_maybe_create_attribute)
        1    0.000    0.000    0.001    0.001 std.py:551(__new__)
      916    0.001    0.000    0.001    0.000 tensor_shape.py:1376(__eq__)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:822(bias_add)
       11    0.000    0.000    0.001    0.000 templates.py:271(<listcomp>)
      3/2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
     4134    0.001    0.000    0.001    0.000 function_spec.py:239(arg_names)
     3684    0.001    0.000    0.001    0.000 op_def_library.py:46(_AttrValue)
     3214    0.001    0.000    0.001    0.000 trace_type_builder.py:75(deletion_observer)
      918    0.001    0.000    0.001    0.000 ops.py:1948(<listcomp>)
