label,precision,recall,f_score,true_sum,learning_rate,epoch,threshold
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.8
1,1.0,0.0,0.0,872.0,1e-05,19,0.8
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.9
1,1.0,0.0,0.0,872.0,1e-05,19,0.9
0,0.9820770568640745,0.9455892370572208,0.9634878172221821,35232.0,1e-05,20,0.1
1,0.12104539202200826,0.30275229357798167,0.1729446446118572,872.0,1e-05,20,0.1
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.2
1,1.0,0.0,0.0,872.0,1e-05,20,0.2
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.30000000000000004
1,1.0,0.0,0.0,872.0,1e-05,20,0.30000000000000004
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.4
1,1.0,0.0,0.0,872.0,1e-05,20,0.4
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.5
1,1.0,0.0,0.0,872.0,1e-05,20,0.5
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.6
1,1.0,0.0,0.0,872.0,1e-05,20,0.6
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.7000000000000001
1,1.0,0.0,0.0,872.0,1e-05,20,0.7000000000000001
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.8
1,1.0,0.0,0.0,872.0,1e-05,20,0.8
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,20,0.9
1,1.0,0.0,0.0,872.0,1e-05,20,0.9
0,0.9825764321757198,0.9395719800181653,0.9605931342677229,35232.0,1e-05,21,0.1
1,0.11806130903065451,0.3268348623853211,0.17346317711503348,872.0,1e-05,21,0.1
0,0.975846213506177,0.9999432334241598,0.987747778058149,35232.0,1e-05,21,0.2
1,0.0,0.0,0.0,872.0,1e-05,21,0.2
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,21,0.30000000000000004
1,1.0,0.0,0.0,872.0,1e-05,21,0.30000000000000004
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,21,0.4
1,1.0,0.0,0.0,872.0,1e-05,21,0.4
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,21,0.5
1,1.0,0.0,0.0,872.0,1e-05,21,0.5
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,21,0.6
1,1.0,0.0,0.0,872.0,1e-05,21,0.6
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,21,0.7000000000000001
1,1.0,0.0,0.0,872.0,1e-05,21,0.7000000000000001
